Ship Mode,Segment,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,ship_days,order_month,order_quarter,order_dayofweek,order_year,order_day,margin_potential
Same Day,Home Office,New York City,New York,10024,East,Office Supplies,Paper,184.66,7,0.0,84.9436,0,12,4,3,2015,10,184.66
First Class,Consumer,New York City,New York,10024,East,Office Supplies,Paper,19.65,3,0.0,9.039,3,6,2,5,2014,21,19.65
First Class,Consumer,New York City,New York,10024,East,Office Supplies,Appliances,59.7,3,0.0,26.865,3,6,2,5,2014,21,59.7
Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Paper,24.9,5,0.0,11.703,4,3,1,0,2014,24,24.9
Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Labels,34.86,7,0.0,16.0356,4,11,4,6,2014,2,34.86
Second Class,Consumer,New York City,New York,10024,East,Office Supplies,Storage,36.63,3,0.0,9.8901,4,5,2,1,2015,12,36.63
Second Class,Consumer,New York City,New York,10024,East,Office Supplies,Art,6.56,2,0.0,1.9024,3,7,3,5,2017,15,6.56
Second Class,Consumer,New York City,New York,10024,East,Office Supplies,Labels,7.83,3,0.0,3.6018,3,7,3,5,2017,15,7.83
Second Class,Consumer,New York City,New York,10024,East,Office Supplies,Paper,8.96,2,0.0,4.3904,3,7,3,5,2017,15,8.96
Standard Class,Home Office,New York City,New York,10024,East,Office Supplies,Art,8.0,5,0.0,3.44,4,5,2,0,2016,9,8.0
Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Art,11.05,5,0.0,2.9835,6,3,1,5,2017,25,11.05
Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Supplies,357.93,3,0.0,7.1586,7,5,2,4,2015,8,357.93
Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Paper,19.44,3,0.0,9.3312,7,5,2,4,2015,8,19.44
First Class,Home Office,New York City,New York,10024,East,Office Supplies,Paper,19.44,3,0.0,9.3312,1,7,3,3,2015,2,19.44
Same Day,Home Office,New York City,New York,10024,East,Office Supplies,Labels,24.55,5,0.0,12.0295,0,10,4,4,2017,20,24.55
Standard Class,Corporate,New York City,New York,10024,East,Office Supplies,Art,34.7,5,0.0,12.492,7,10,4,3,2016,13,34.7
Standard Class,Corporate,New York City,New York,10024,East,Office Supplies,Storage,99.87,3,0.0,23.9688,7,10,4,3,2016,13,99.87
Standard Class,Corporate,New York City,New York,10024,East,Office Supplies,Paper,37.94,2,0.0,18.2112,7,10,4,3,2016,13,37.94
Standard Class,Corporate,New York City,New York,10024,East,Office Supplies,Labels,24.9,5,0.0,11.454,7,10,4,3,2016,13,24.9
Standard Class,Home Office,New York City,New York,10024,East,Office Supplies,Storage,216.4,4,0.0,56.264,4,12,4,0,2014,22,216.4
Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Paper,54.96,1,0.0,26.9304,5,12,4,4,2016,2,54.96
Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Paper,17.64,4,0.0,8.1144,6,3,1,6,2015,29,17.64
Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Appliances,17.48,4,0.0,4.5448,6,7,3,4,2017,21,17.48
First Class,Corporate,New York City,New York,10024,East,Office Supplies,Fasteners,5.92,4,0.0,2.8416,1,11,4,4,2014,7,5.92
First Class,Corporate,New York City,New York,10024,East,Office Supplies,Paper,30.18,3,0.0,13.8828,1,11,4,4,2014,7,30.18
Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Art,6.08,2,0.0,2.0672,7,9,3,3,2015,10,6.08
Second Class,Corporate,New York City,New York,10024,East,Office Supplies,Fasteners,14.13,3,0.0,0.7065,4,6,2,5,2017,10,14.13
Second Class,Consumer,New York City,New York,10024,East,Office Supplies,Art,43.92,3,0.0,12.7368,5,5,2,3,2017,11,43.92
First Class,Consumer,New York City,New York,10024,East,Office Supplies,Labels,9.45,3,0.0,4.536,3,12,4,1,2017,5,9.45
Standard Class,Corporate,New York City,New York,10024,East,Office Supplies,Envelopes,34.74,3,0.0,17.37,5,11,4,3,2014,20,34.74
Standard Class,Corporate,New York City,New York,10024,East,Office Supplies,Paper,25.92,4,0.0,12.4416,5,11,4,3,2014,20,25.92
Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Appliances,45.96,2,0.0,13.788,5,7,3,6,2016,17,45.96
First Class,Corporate,New York City,New York,10024,East,Office Supplies,Appliances,235.95,3,0.0,77.8635,2,5,2,4,2014,30,235.95
First Class,Corporate,New York City,New York,10024,East,Office Supplies,Paper,39.96,4,0.0,17.982,2,5,2,4,2014,30,39.96
Second Class,Corporate,New York City,New York,10024,East,Office Supplies,Art,59.52,3,0.0,17.856,2,3,1,4,2016,25,59.52
Standard Class,Corporate,New York City,New York,10024,East,Office Supplies,Paper,62.82,9,0.0,29.5254,6,12,4,5,2016,10,62.82
Same Day,Corporate,New York City,New York,10024,East,Office Supplies,Storage,67.15,5,0.0,16.7875,0,11,4,6,2015,8,67.15
Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Storage,17.94,3,0.0,3.0498,5,4,2,3,2015,9,17.94
Standard Class,Corporate,New York City,New York,10024,East,Office Supplies,Labels,20.7,2,0.0,9.936,4,2,1,5,2017,11,20.7
Second Class,Corporate,New York City,New York,10024,East,Office Supplies,Storage,65.12,4,0.0,16.9312,5,9,3,4,2017,8,65.12
Second Class,Corporate,New York City,New York,10024,East,Office Supplies,Storage,64.96,4,0.0,9.744,3,2,1,4,2014,7,64.96
Standard Class,Home Office,New York City,New York,10024,East,Office Supplies,Appliances,26.88,6,0.0,6.72,5,2,1,0,2015,23,26.88
Second Class,Corporate,New York City,New York,10024,East,Office Supplies,Storage,428.68,7,0.0,0.0,3,1,1,0,2016,25,428.68
Second Class,Consumer,New York City,New York,10024,East,Office Supplies,Storage,1591.02,6,0.0,286.3836,5,8,3,4,2016,12,1591.02
Second Class,Home Office,New York City,New York,10024,East,Office Supplies,Paper,34.44,3,0.0,17.22,5,11,4,0,2014,17,34.44
Second Class,Consumer,New York City,New York,10024,East,Office Supplies,Paper,12.96,2,0.0,6.2208,5,11,4,6,2017,5,12.96
Second Class,Consumer,New York City,New York,10024,East,Office Supplies,Paper,110.96,2,0.0,53.2608,5,11,4,6,2017,5,110.96
Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Art,38.34,9,0.0,15.7194,5,8,3,5,2016,6,38.34
Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Paper,8.56,2,0.0,3.852,5,9,3,3,2017,14,8.56
Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Paper,11.56,2,0.0,5.6644,5,9,3,3,2017,14,11.56
Second Class,Consumer,New York City,New York,10024,East,Office Supplies,Paper,21.6,6,0.0,9.936,3,12,4,1,2017,5,21.6
Second Class,Consumer,New York City,New York,10024,East,Office Supplies,Labels,11.07,3,0.0,5.2029,3,12,4,1,2017,5,11.07
Standard Class,Home Office,New York City,New York,10024,East,Office Supplies,Paper,6.48,1,0.0,3.1104,4,12,4,5,2016,10,6.48
First Class,Consumer,New York City,New York,10024,East,Office Supplies,Paper,9.96,2,0.0,4.6812,3,10,4,3,2017,12,9.96
Second Class,Home Office,New York City,New York,10009,East,Furniture,Furnishings,96.53,7,0.0,40.5426,2,11,4,3,2017,9,96.53
Second Class,Consumer,New York City,New York,10009,East,Technology,Accessories,20.37,3,0.0,6.9258,2,12,4,4,2017,1,20.37
First Class,Home Office,New York City,New York,10009,East,Technology,Accessories,6.79,1,0.0,2.3086,2,9,3,3,2016,1,6.79
Standard Class,Consumer,New York City,New York,10009,East,Furniture,Furnishings,47.12,8,0.0,20.7328,6,9,3,0,2017,25,47.12
Standard Class,Consumer,New York City,New York,10009,East,Technology,Accessories,39.98,2,0.0,13.5932,4,12,4,0,2017,11,39.98
Standard Class,Home Office,New York City,New York,10009,East,Furniture,Furnishings,35.56,7,0.0,12.0904,4,9,3,4,2017,15,35.56
Standard Class,Consumer,New York City,New York,10009,East,Technology,Phones,90.93,7,0.0,2.7279,4,12,4,5,2017,30,90.93
Standard Class,Consumer,New York City,New York,10009,East,Technology,Accessories,85.14,3,0.0,34.9074,4,4,2,5,2015,11,85.14
Standard Class,Consumer,New York City,New York,10009,East,Technology,Phones,21.99,1,0.0,10.5552,4,4,2,5,2015,11,21.99
Standard Class,Home Office,New York City,New York,10009,East,Furniture,Furnishings,108.4,2,0.0,22.764,4,4,2,5,2015,4,108.4
Standard Class,Corporate,New York City,New York,10009,East,Furniture,Furnishings,39.88,2,0.0,11.1664,4,11,4,1,2016,22,39.88
First Class,Consumer,New York City,New York,10009,East,Technology,Phones,119.96,4,0.0,33.5888,1,3,1,6,2017,26,119.96
Standard Class,Corporate,New York City,New York,10009,East,Furniture,Furnishings,11.54,2,0.0,3.462,4,9,3,5,2017,2,11.54
Standard Class,Corporate,New York City,New York,10009,East,Technology,Phones,197.97,3,0.0,57.4113,4,9,3,5,2017,2,197.97
Standard Class,Corporate,New York City,New York,10009,East,Technology,Accessories,238.0,2,0.0,38.08,4,9,3,5,2017,2,238.0
Standard Class,Corporate,New York City,New York,10009,East,Technology,Accessories,167.97,3,0.0,40.3128,4,9,3,5,2017,2,167.97
Second Class,Corporate,New York City,New York,10009,East,Technology,Accessories,26.0,2,0.0,11.7,4,3,1,4,2017,24,26.0
Standard Class,Consumer,New York City,New York,10009,East,Technology,Machines,3999.95,5,0.0,1159.9855,4,5,2,5,2016,7,3999.95
Standard Class,Consumer,New York City,New York,10009,East,Technology,Accessories,199.95,5,0.0,21.9945,4,5,2,5,2016,7,199.95
Standard Class,Consumer,New York City,New York,10009,East,Furniture,Furnishings,63.68,8,0.0,28.0192,4,5,2,5,2016,7,63.68
Standard Class,Corporate,New York City,New York,10009,East,Technology,Phones,4.95,1,0.0,1.3365,5,11,4,6,2015,1,4.95
Standard Class,Consumer,New York City,New York,10009,East,Technology,Accessories,390.75,5,0.0,171.93,4,11,4,6,2017,5,390.75
Standard Class,Consumer,New York City,New York,10009,East,Technology,Accessories,1619.91,9,0.0,97.1946,4,12,4,6,2015,6,1619.91
Standard Class,Consumer,New York City,New York,10009,East,Furniture,Furnishings,113.92,4,0.0,42.1504,4,12,4,6,2015,6,113.92
Standard Class,Consumer,New York City,New York,10009,East,Technology,Phones,136.99,1,0.0,36.9873,6,12,4,6,2017,3,136.99
Second Class,Corporate,New York City,New York,10009,East,Technology,Accessories,15.02,1,0.0,2.7036,5,3,1,1,2015,17,15.02
Second Class,Consumer,New York City,New York,10009,East,Technology,Accessories,132.6,6,0.0,17.238,2,7,3,1,2017,11,132.6
Standard Class,Corporate,New York City,New York,10009,East,Technology,Accessories,26.0,2,0.0,11.7,4,8,3,0,2015,24,26.0
Standard Class,Corporate,New York City,New York,10009,East,Technology,Phones,29.97,3,0.0,14.0859,6,7,3,5,2017,22,29.97
Second Class,Consumer,New York City,New York,10009,East,Furniture,Furnishings,114.9,5,0.0,39.066,4,9,3,4,2017,1,114.9
Standard Class,Home Office,New York City,New York,10009,East,Furniture,Furnishings,128.82,3,0.0,50.2398,4,7,3,3,2015,23,128.82
Standard Class,Consumer,New York City,New York,10009,East,Furniture,Furnishings,414.0,8,0.0,124.2,4,3,1,1,2016,29,414.0
Standard Class,Consumer,New York City,New York,10009,East,Technology,Phones,783.96,4,0.0,219.5088,4,11,4,0,2014,3,783.96
Standard Class,Corporate,New York City,New York,10009,East,Technology,Phones,85.9,2,0.0,2.577,4,3,1,0,2015,16,85.9
Same Day,Consumer,New York City,New York,10009,East,Technology,Machines,2799.96,4,0.0,1371.9804,0,9,3,6,2014,14,2799.96
Same Day,Consumer,New York City,New York,10009,East,Technology,Phones,16.99,1,0.0,4.4174,0,9,3,6,2014,14,16.99
Same Day,Consumer,New York City,New York,10009,East,Technology,Phones,287.97,3,0.0,80.6316,0,9,3,6,2014,14,287.97
First Class,Consumer,New York City,New York,10009,East,Technology,Phones,239.97,3,0.0,2.3997,2,5,2,5,2015,30,239.97
First Class,Consumer,New York City,New York,10009,East,Technology,Phones,128.85,3,0.0,3.8655,2,5,2,5,2015,30,128.85
First Class,Home Office,New York City,New York,10009,East,Technology,Phones,41.22,1,0.0,11.1294,1,4,2,1,2017,4,41.22
First Class,Home Office,New York City,New York,10009,East,Technology,Phones,119.02,2,0.0,33.3256,1,4,2,1,2017,4,119.02
Second Class,Home Office,New York City,New York,10009,East,Furniture,Furnishings,83.92,4,0.0,21.8192,2,10,4,1,2017,3,83.92
Second Class,Home Office,New York City,New York,10009,East,Technology,Accessories,371.97,3,0.0,66.9546,2,10,4,1,2017,3,371.97
Standard Class,Corporate,New York City,New York,10009,East,Technology,Phones,135.99,1,0.0,36.7173,6,8,3,1,2014,5,135.99
First Class,Corporate,New York City,New York,10009,East,Technology,Phones,629.95,5,0.0,163.787,3,11,4,0,2017,13,629.95
Standard Class,Home Office,New York City,New York,10009,East,Technology,Accessories,449.91,9,0.0,157.4685,4,1,1,5,2017,28,449.91
Second Class,Corporate,New York City,New York,10009,East,Technology,Phones,197.97,3,0.0,53.4519,3,12,4,5,2016,24,197.97
Standard Class,Home Office,New York City,New York,10009,East,Technology,Accessories,559.93,7,0.0,167.979,4,9,3,0,2015,7,559.93
Standard Class,Consumer,New York City,New York,10009,East,Furniture,Furnishings,124.36,2,0.0,27.3592,6,12,4,6,2017,17,124.36
Second Class,Consumer,New York City,New York,10009,East,Technology,Phones,979.95,5,0.0,264.5865,3,11,4,6,2017,26,979.95
Second Class,Consumer,New York City,New York,10009,East,Furniture,Furnishings,135.3,5,0.0,37.884,3,11,4,6,2017,26,135.3
Same Day,Consumer,New York City,New York,10009,East,Technology,Accessories,120.0,8,0.0,13.2,0,5,2,3,2017,25,120.0
Same Day,Consumer,New York City,New York,10009,East,Furniture,Furnishings,18.84,3,0.0,6.0288,0,5,2,3,2017,25,18.84
Standard Class,Consumer,New York City,New York,10009,East,Technology,Accessories,357.0,3,0.0,57.12,4,9,3,0,2014,1,357.0
First Class,Consumer,New York City,New York,10009,East,Technology,Phones,133.98,2,0.0,33.495,3,6,2,1,2015,16,133.98
Same Day,Home Office,New York City,New York,10009,East,Technology,Accessories,30.84,3,0.0,6.168,0,7,3,4,2016,1,30.84
Standard Class,Consumer,New York City,New York,10009,East,Technology,Phones,881.93,7,0.0,220.4825,4,11,4,3,2016,10,881.93
Standard Class,Corporate,New York City,New York,10009,East,Furniture,Furnishings,183.92,4,0.0,31.2664,5,7,3,3,2017,20,183.92
Standard Class,Corporate,New York City,New York,10009,East,Technology,Phones,1091.93,7,0.0,272.9825,4,10,4,4,2016,14,1091.93
Standard Class,Corporate,New York City,New York,10009,East,Furniture,Furnishings,12.56,2,0.0,4.0192,4,5,2,0,2016,2,12.56
Standard Class,Corporate,New York City,New York,10009,East,Furniture,Furnishings,214.7,5,0.0,83.733,4,5,2,0,2016,2,214.7
Standard Class,Corporate,New York City,New York,10009,East,Furniture,Furnishings,60.35,5,0.0,19.9155,5,12,4,0,2016,12,60.35
Standard Class,Home Office,New York City,New York,10009,East,Office Supplies,Art,3.28,1,0.0,1.4104,4,12,4,1,2015,15,3.28
Second Class,Consumer,New York City,New York,10009,East,Office Supplies,Storage,221.55,3,0.0,6.6465,2,12,4,4,2017,1,221.55
First Class,Home Office,New York City,New York,10009,East,Office Supplies,Paper,24.56,2,0.0,11.5432,2,9,3,3,2016,1,24.56
First Class,Home Office,New York City,New York,10009,East,Office Supplies,Paper,49.12,4,0.0,23.0864,2,9,3,3,2016,1,49.12
Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Labels,20.7,2,0.0,9.936,6,9,3,0,2017,25,20.7
Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Art,5.56,2,0.0,1.4456,6,9,3,0,2017,25,5.56
Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Paper,11.36,2,0.0,5.2256,5,12,4,2,2014,10,11.36
Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Appliances,406.6,5,0.0,113.848,4,4,2,5,2015,11,406.6
Standard Class,Home Office,New York City,New York,10009,East,Office Supplies,Art,11.16,2,0.0,4.3524,4,4,2,5,2015,4,11.16
Second Class,Corporate,New York City,New York,10009,East,Office Supplies,Storage,11.21,1,0.0,3.363,4,7,3,3,2016,14,11.21
Second Class,Corporate,New York City,New York,10009,East,Office Supplies,Fasteners,14.07,7,0.0,6.8943,4,7,3,3,2016,14,14.07
Second Class,Corporate,New York City,New York,10009,East,Office Supplies,Art,41.86,7,0.0,10.465,4,7,3,3,2016,14,41.86
Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Fasteners,8.72,4,0.0,3.5752,7,2,1,0,2016,15,8.72
Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Art,38.82,6,0.0,17.469,6,12,4,0,2017,18,38.82
Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Appliances,1704.56,13,0.0,511.368,6,12,4,0,2017,18,1704.56
Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Art,3.2,2,0.0,1.376,6,12,4,0,2017,18,3.2
Standard Class,Corporate,New York City,New York,10009,East,Office Supplies,Art,20.82,3,0.0,7.4952,4,11,4,1,2016,22,20.82
First Class,Corporate,New York City,New York,10009,East,Office Supplies,Fasteners,3.68,2,0.0,1.8032,3,12,4,4,2016,16,3.68
Standard Class,Corporate,New York City,New York,10009,East,Office Supplies,Art,23.1,2,0.0,6.468,4,9,3,5,2017,2,23.1
Standard Class,Corporate,New York City,New York,10009,East,Office Supplies,Appliances,12.98,1,0.0,3.7642,4,9,3,5,2017,2,12.98
Standard Class,Corporate,New York City,New York,10009,East,Office Supplies,Labels,18.9,6,0.0,9.072,4,9,3,5,2017,2,18.9
Standard Class,Corporate,New York City,New York,10009,East,Office Supplies,Art,4.92,3,0.0,2.214,4,9,3,5,2017,2,4.92
Standard Class,Corporate,New York City,New York,10009,East,Office Supplies,Paper,17.12,4,0.0,7.704,4,9,3,5,2017,2,17.12
Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Labels,122.12,4,0.0,56.1752,5,6,2,3,2016,23,122.12
Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Labels,18.45,5,0.0,8.6715,5,6,2,3,2016,23,18.45
Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Storage,324.9,5,0.0,38.988,5,6,2,3,2016,23,324.9
Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Paper,146.73,3,0.0,68.9631,5,6,2,3,2016,23,146.73
Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Fasteners,3.96,2,0.0,1.4652,5,6,2,3,2016,23,3.96
Second Class,Corporate,New York City,New York,10009,East,Office Supplies,Paper,221.92,4,0.0,106.5216,4,3,1,4,2017,24,221.92
Same Day,Consumer,New York City,New York,10009,East,Office Supplies,Paper,146.82,3,0.0,73.41,0,11,4,3,2017,16,146.82
Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Labels,44.4,3,0.0,22.2,4,5,2,5,2016,7,44.4
Standard Class,Home Office,New York City,New York,10009,East,Office Supplies,Art,16.52,4,0.0,7.5992,4,8,3,5,2015,22,16.52
Same Day,Consumer,New York City,New York,10009,East,Office Supplies,Paper,25.92,4,0.0,12.4416,0,8,3,5,2014,23,25.92
Same Day,Consumer,New York City,New York,10009,East,Office Supplies,Paper,45.92,4,0.0,22.5008,0,8,3,5,2014,23,45.92
Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Paper,6.48,1,0.0,3.1104,4,12,4,6,2015,6,6.48
Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Paper,41.86,7,0.0,20.5114,4,12,4,6,2015,6,41.86
Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Labels,3.15,1,0.0,1.512,6,12,4,6,2017,3,3.15
Second Class,Corporate,New York City,New York,10009,East,Office Supplies,Storage,33.82,2,0.0,9.1314,5,3,1,1,2015,17,33.82
Second Class,Corporate,New York City,New York,10009,East,Office Supplies,Storage,120.33,1,0.0,31.2858,5,9,3,3,2015,3,120.33
First Class,Consumer,New York City,New York,10009,East,Office Supplies,Appliances,904.9,5,0.0,253.372,2,10,4,4,2017,13,904.9
